7	10	5	1	0.84509
0.9999999999	10	5	1	-0.000000000043429
4503599627370502	10	5	1	15.653
-1	10	5	1	NaN
NaN	10	5	1	NaN
Infinity	10	5	1	Infinity
-Infinity	10	5	1	NaN
1048576	10	5	1	6.0205
8	10	5	1	0.90308
16	10	5	1	1.2041
0.3333333333333333	10	5	1	-0.47712
0	10	5	3	-Infinity
-0	10	5	3	-Infinity
1	10	5	3	0
2	10	5	3	0.30102
3	10	5	3	0.47712
10	10	5	3	1
100	10	5	3	2
1000	10	5	3	3
0.5	10	5	3	-0.30103
0.1	10	5	3	-1
1e-7	10	5	3	-7
1e21	10	5	3	21
1e100	10	5	3	100
123456.7891011	10	5	3	5.0915
7	10	5	3	0.84509
0.9999999999	10	5	3	-0.00000000004343
4503599627370502	10	5	3	15.653
-1	10	5	3	NaN
NaN	10	5	3	NaN
Infinity	10	5	3	Infinity
-Infinity	10	5	3	NaN
1048576	10	5	3	6.0205
8	10	5	3	0.90308
16	10	5	3	1.2041
0.3333333333333333	10	5	3	-0.47713
0	10	5	4	-Infinity
-0	10	5	4	-Infinity
1	10	5	4	0
2	10	5	4	0.30103
3	10	5	4	0.47712
10	10	5	4	1
100	10	5	4	2
1000	10	5	4	3
0.5	10	5	4	-0.30103
0.1	10	5	4	-1
1e-7	10	5	4	-7
1e21	10	5	4	21
1e100	10	5	4	100
123456.7891011	10	5	4	5.0915
7	10	5	4	0.8451
0.9999999999	10	5	4	-0.000000000043429
4503599627370502	10	5	4	15.654
-1	10	5	4	NaN
NaN	10	5	4	NaN
Infinity	10	5	4	Infinity
-Infinity	10	5	4	NaN
1048576	10	5	4	6.0206
8	10	5	4	0.90309
16	10	5	4	1.2041
0.3333333333333333	10	5	4	-0.47712
0	10	5	6	-Infinity
-0	10	5	6	-Infinity
1	10	5	6	0
2	10	5	6	0.30103
3	10	5	6	0.47712
10	10	5	6	1
100	10	5	6	2
1000	10	5	6	3
0.5	10	5	6	-0.30103
0.1	10	5	6	-1
1e-7	10	5	6	-7
1e21	10	5	6	21
1e100	10	5	6	100
123456.7891011	10	5	6	5.0915
7	10	5	6	0.8451
0.9999999999	10	5	6	-0.000000000043429
4503599627370502	10	5	6	15.654
-1	10	5	6	NaN
NaN	10	5	6	NaN
Infinity	10	5	6	Infinity
-Infinity	10	5	6	NaN
1048576	10	5	6	6.0206
8	10	5	6	0.90309
16	10	5	6	1.2041
0.3333333333333333	10	5	6	-0.47712
0	10	20	0	-Infinity
-0	10	20	0	-Infinity
1	10	20	0	0
2	10	20	0	0.30102999566398119522
3	10	20	0	0.4771212547196624373
10	10	20	0	1
100	10	20	0	2
1000	10	20	0	3
0.5	10	20	0	-0.30102999566398119522
0.1	10	20	0	-1
1e-7	10	20	0	-7
1e21	10	20	0	21
1e100	10	20	0	100
123456.7891011	10	20	0	5.0915149775249185448
7	10	20	0	0.84509804001425683072
0.9999999999	10	20	0	-0.000000000043429448192496655175
4503599627370502	10	20	0	15.65355977452702273
-1	10	20	0	NaN
NaN	10	20	0	NaN
Infinity	10	20	0	Infinity
-Infinity	10	20	0	NaN
1048576	10	20	0	6.0205999132796239043
8	10	20	0	0.90308998699194358565
16	10	20	0	1.2041199826559247809
0.3333333333333333	10	20	0	-0.47712125471966248073
0	10	20	1	-Infinity
-0	10	20	1	-Infinity
1	10	20	1	0
2	10	20	1	0.30102999566398119521
3	10	20	1	0.47712125471966243729
10	10	20	1	1
100	10	20	1	2
1000	10	20	1	3
0.5	10	20	1	-0.30102999566398119521
0.1	10	20	1	-1
1e-7	10	20	1	-7
1e21	10	20	1	21
1e100	10	20	1	100
123456.7891011	10	20	1	5.0915149775249185447
7	10	20	1	0.84509804001425683071
0.9999999999	10	20	1	-0.000000000043429448192496655174
4503599627370502	10	20	1	15.653559774527022729
-1	10	20	1	NaN
NaN	10	20	1	NaN
Infinity	10	20	1	Infinity
-Infinity	10	20	1	NaN
1048576	10	20	1	6.0205999132796239042
8	10	20	1	0.90308998699194358564
16	10	20	1	1.2041199826559247808
0.3333333333333333	10	20	1	-0.47712125471966248072
0	10	20	3	-Infinity
-0	10	20	3	-Infinity
1	10	20	3	0
2	10	20	3	0.30102999566398119521
3	10	20	3	0.47712125471966243729
10	10	20	3	1
100	10	20	3	2
1000	10	20	3	3
0.5	10	20	3	-0.30102999566398119522
0.1	10	20	3	-1
1e-7	10	20	3	-7
1e21	10	20	3	21
1e100	10	20	3	100
123456.7891011	10	20	3	5.0915149775249185447
7	10	20	3	0.84509804001425683071
0.9999999999	10	20	3	-0.000000000043429448192496655175
4503599627370502	10	20	3	15.653559774527022729
-1	10	20	3	NaN
NaN	10	20	3	NaN
Infinity	10	20	3	Infinity
-Infinity	10	20	3	NaN
1048576	10	20	3	6.0205999132796239042
8	10	20	3	0.90308998699194358564
16	10	20	3	1.2041199826559247808
0.3333333333333333	10	20	3	-0.47712125471966248073
0	10	20	4	-Infinity
-0	10	20	4	-Infinity
1	10	20	4	0
2	10	20	4	0.30102999566398119521
3	10	20	4	0.4771212547196624373
10	10	20	4	1
100	10	20	4	2
1000	10	20	4	3
0.5	10	20	4	-0.30102999566398119521
0.1	10	20	4	-1
1e-7	10	20	4	-7
1e21	10	20	4	21
1e100	10	20	4	100
123456.7891011	10	20	4	5.0915149775249185448
7	10	20	4	0.84509804001425683071
0.9999999999	10	20	4	-0.000000000043429448192496655175
4503599627370502	10	20	4	15.65355977452702273
-1	10	20	4	NaN
NaN	10	20	4	NaN
Infinity	10	20	4	Infinity
-Infinity	10	20	4	NaN
1048576	10	20	4	6.0205999132796239043
8	10	20	4	0.90308998699194358564
16	10	20	4	1.2041199826559247809
0.3333333333333333	10	20	4	-0.47712125471966248072
0	10	20	6	-Infinity
-0	10	20	6	-Infinity
1	10	20	6	0
2	10	20	6	0.30102999566398119521
3	10	20	6	0.4771212547196624373
10	10	20	6	1
100	10	20	6	2
1000	10	20	6	3
0.5	10	20	6	-0.30102999566398119521
0.1	10	20	6	-1
1e-7	10	20	6	-7
1e21	10	20	6	21
1e100	10	20	6	100
123456.7891011	10	20	6	5.0915149775249185448
7	10	20	6	0.84509804001425683071
0.9999999999	10	20	6	-0.000000000043429448192496655175
4503599627370502	10	20	6	15.65355977452702273
-1	10	20	6	NaN
NaN	10	20	6	NaN
Infinity	10	20	6	Infinity
-Infinity	10	20	6	NaN
1048576	10	20	6	6.0205999132796239043
8	10	20	6	0.90308998699194358564
16	10	20	6	1.2041199826559247809
0.3333333333333333	10	20	6	-0.47712125471966248072
0	10	40	0	-Infinity
-0	10	40	0	-Infinity
1	10	40	0	0
2	10	40	0	0.3010299956639811952137388947244930267682
3	10	40	0	0.4771212547196624372950279032551153092002
10	10	40	0	1
100	10	40	0	2
1000	10	40	0	3
0.5	10	40	0	-0.3010299956639811952137388947244930267682
0.1	10	40	0	-1
1e-7	10	40	0	-7
1e21	10	40	0	21
1e100	10	40	0	100
123456.7891011	10	40	0	5.09151497752491854478450137071721623413
7	10	40	0	0.8450980400142568307122162585926361934836
0.9999999999	10	40	0	-0.00000000004342944819249665517477391585722809412863
4503599627370502	10	40	0	15.65355977452702272971090245764551840136
-1	10	40	0	NaN
NaN	10	40	0	NaN
Infinity	10	40	0	Infinity
-Infinity	10	40	0	NaN
1048576	10	40	0	6.020599913279623904274777894489860535364
8	10	40	0	0.9030899869919435856412166841734790803046
16	10	40	0	1.204119982655924780854955578897972107073
0.3333333333333333	10	40	0	-0.4771212547196624807244760935803002457855
0	10	40	1	-Infinity
-0	10	40	1	-Infinity
1	10	40	1	0
2	10	40	1	0.3010299956639811952137388947244930267681
3	10	40	1	0.4771212547196624372950279032551153092001
10	10	40	1	1
100	10	40	1	2
1000	10	40	1	3
0.5	10	40	1	-0.3010299956639811952137388947244930267681
0.1	10	40	1	-1
1e-7	10	40	1	-7
1e21	10	40	1	21
1e100	10	40	1	100
123456.7891011	10	40	1	5.091514977524918544784501370717216234129
7	10	40	1	0.8450980400142568307122162585926361934835
0.9999999999	10	40	1	-0.00000000004342944819249665517477391585722809412862
4503599627370502	10	40	1	15.65355977452702272971090245764551840135
-1	10	40	1	NaN
NaN	10	40	1	NaN
Infinity	10	40	1	Infinity
-Infinity	10	40	1	NaN
1048576	10	40	1	6.020599913279623904274777894489860535363
8	10	40	1	0.9030899869919435856412166841734790803045
16	10	40	1	1.204119982655924780854955578897972107072
0.3333333333333333	10	40	1	-0.4771212547196624807244760935803002457854
0	10	40	3	-Infinity
-0	10	40	3	-Infinity
1	10	40	3	0
2	10	40	3	0.3010299956639811952137388947244930267681
3	10	40	3	0.4771212547196624372950279032551153092001
10	10	40	3	1
100	10	40	3	2
1000	10	40	3	3
0.5	10	40	3	-0.3010299956639811952137388947244930267682
0.1	10	40	3	-1
1e-7	10	40	3	-7
1e21	10	40	3	21
1e100	10	40	3	100
123456.7891011	10	40	3	5.091514977524918544784501370717216234129
7	10	40	3	0.8450980400142568307122162585926361934835
0.9999999999	10	40	3	-0.00000000004342944819249665517477391585722809412863
4503599627370502	10	40	3	15.65355977452702272971090245764551840135
-1	10	40	3	NaN
NaN	10	40	3	NaN
Infinity	10	40	3	Infinity
-Infinity	10	40	3	NaN
1048576	10	40	3	6.020599913279623904274777894489860535363
8	10	40	3	0.9030899869919435856412166841734790803045
16	10	40	3	1.204119982655924780854955578897972107072
0.3333333333333333	10	40	3	-0.4771212547196624807244760935803002457855
0	10	40	4	-Infinity
-0	10	40	4	-Infinity
1	10	40	4	0
2	10	40	4	0.3010299956639811952137388947244930267682
3	10	40	4	0.4771212547196624372950279032551153092001
10	10	40	4	1
100	10	40	4	2
1000	10	40	4	3
0.5	10	40	4	-0.3010299956639811952137388947244930267682
0.1	10	40	4	-1
1e-7	10	40	4	-7
1e21	10	40	4	21
1e100	10	40	4	100
123456.7891011	10	40	4	5.091514977524918544784501370717216234129
7	10	40	4	0.8450980400142568307122162585926361934836
0.9999999999	10	40	4	-0.00000000004342944819249665517477391585722809412862
4503599627370502	10	40	4	15.65355977452702272971090245764551840135
-1	10	40	4	NaN
NaN	10	40	4	NaN
Infinity	10	40	4	Infinity
-Infinity	10	40	4	NaN
1048576	10	40	4	6.020599913279623904274777894489860535364
8	10	40	4	0.9030899869919435856412166841734790803046
16	10	40	4	1.204119982655924780854955578897972107073
0.3333333333333333	10	40	4	-0.4771212547196624807244760935803002457854
0	10	40	6	-Infinity
-0	10	40	6	-Infinity
1	10	40	6	0
2	10	40	6	0.3010299956639811952137388947244930267682
3	10	40	6	0.4771212547196624372950279032551153092001
10	10	40	6	1
100	10	40	6	2
1000	10	40	6	3
0.5	10	40	6	-0.3010299956639811952137388947244930267682
0.1	10	40	6	-1
1e-7	10	40	6	-7
1e21	10	40	6	21
1e100	10	40	6	100
123456.7891011	10	40	6	5.091514977524918544784501370717216234129
7	10	40	6	0.8450980400142568307122162585926361934836
0.9999999999	10	40	6	-0.00000000004342944819249665517477391585722809412862
4503599627370502	10	40	6	15.65355977452702272971090245764551840135
-1	10	40	6	NaN
NaN	10	40	6	NaN
Infinity	10	40	6	Infinity
-Infinity	10	40	6	NaN
1048576	10	40	6	6.020599913279623904274777894489860535364
8	10	40	6	0.9030899869919435856412166841734790803046
16	10	40	6	1.204119982655924780854955578897972107073
0.3333333333333333	10	40	6	-0.4771212547196624807244760935803002457854
0.3333333333333333	-2	40	6	NaN
